#FOODID	VVKAJ101	VVKAJ108	VVKAJ110	VVKAJ106	VVKAJ103	VVKAJ102	VVKAJ104	VVKAJ109	VVKAJ105	VVKAJ107	taxonomy
Orange juice canned bottled or in a carton	0	0	0	260.4	0	0	0	0	0	0	L1_Fruits;L2_Citrus_fruits_juices;L3_Citrus_fruit_juices;L4_Orange_tangerine_or_juice_blend;Orange_juice_canned_bottled_or_in_a_carton
Apple raw	0	0	0	149	0	0	0	149	0	0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;Apple_raw
Avocado raw	40	371.5	0	0	140.5	138.25	0	0	0	0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;Avocado_raw
Banana raw	236	0	0	177	0	0	0	0	0	0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;Banana_raw
Grapes raw NS as to type	113.25	0	0	0	0	0	0	0	0	0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;Grapes_raw_NS_as_to_type
Plum pickled	0	0	0	0	0	0	0	0	28	0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;Plum_pickled
Berries frozen NFS	98.5	98.5	0	0	0	0	0	0	0	0	L1_Fruits;L2_Other_fruits;L3_Berries;L4_Berries;Berries_frozen_NFS
Strawberries raw	114	0	0	0	0	0	76	0	0	114	L1_Fruits;L2_Other_fruits;L3_Berries;L4_Berries;Strawberries_raw
Strawberries frozen with sugar	0	0	0	0	0	0	0	0	0	255	L1_Fruits;L2_Other_fruits;L3_Berries;L4_Berries;Strawberries_frozen_with_sugar
Fruit salad fresh or raw excluding citrus fruits no dressing	0	0	65.625	0	0	0	43.75	0	0	0	L1_Fruits;L2_Other_fruits;L3_Mixtures_of_two_or_more_fruits;L4_Fruit_salad_or_cocktail;Fruit_salad_fresh_or_raw_excluding_citrus_fruits_no_dressing
Fruit salad fresh or raw including citrus fruits no dressing	87.5	0	0	0	0	0	0	0	0	0	L1_Fruits;L2_Other_fruits;L3_Mixtures_of_two_or_more_fruits;L4_Fruit_salad_or_cocktail;Fruit_salad_fresh_or_raw_including_citrus_fruits_no_dressing
Guacamole	0	0	0	0	0	0	0	45	0	0	L1_Fruits;L2_Other_fruits;L3_Mixtures_of_fruits_and_nonfruit_items;L4_Mixtures_of_fruits_and_nonfruit_items;Guacamole
Vinegar	0	0	0	0	0	0	0	0	4.992	0	L1_Fruits;L2_Fruit_juices_and_nectars_excluding_citrus;L3_Vinegar;L4_;Vinegar
White potato chips reduced fat	0	0	0	0	0	0	0	28	0	0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_White_potatoes_chips_and_sticks;L4_White_potatoes_chips_and_sticks;White_potato_chips_reduced_fat
Vegetable chips	0	28	0	0	0	0	0	0	0	0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_White_potatoes_chips_and_sticks;L4_;Vegetable_chips
White potato french fries NS as to from fresh or frozen	0	0	0	0	0	0	60	0	0	0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_White_potatoes_fried;L4_White_potatoes_fried;White_potato_french_fries_NS_as_to_from_fresh_or_frozen
White potato french fries from frozen deep fried from fast food restaurant	0	0	0	0	0	0	145	0	0	0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_White_potatoes_fried;L4_White_potatoes_fried;White_potato_french_fries_from_frozen_deep_fried_from_fast_food_restaurant
White potato stuffed baked peel eaten stuffed with cheese	0	0	0	0	0	0	0	315	0	0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_White_potatoes_mashed_stuffed_puffs;L4_White_potatoes_mashed_stuffed_puffs;White_potato_stuffed_baked_peel_eaten_stuffed_with_cheese
Potato soup NS as to made with milk or water	0	0	0	0	0	488	0	0	0	0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;L3_Potato_soups;L4_Potato_soup;Potato_soup_NS_as_to_made_with_milk_or_water
Endive chicory escarole or romaine lettuce raw	0	39	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;Endive_chicory_escarole_or_romaine_lettuce_raw
Spinach raw	78.75	0	0	0	0	29.1666666666667	0	0	0	0	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;Spinach_raw
Spinach cooked from fresh fat not added in cooking	0	0	22.5	0	0	0	0	0	0	0	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;Spinach_cooked_from_fresh_fat_not_added_in_cooking
Broccoli cooked NS as to form with cheese sauce	0	171	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_nonleafy_vegetables;L4_Broccoli;Broccoli_cooked_NS_as_to_form_with_cheese_sauce
Carrots raw	20.625	3.4375	0	0	0	27.5	0	0	0	0	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;Carrots_raw
Sweet potato baked peel eaten fat not added in cooking	0	0	0	150	0	0	0	0	0	0	L1_Vegetables;L2_Deepyellow_vegetables;L3_Sweet_potatoes;L4_Sweet_potatoes;Sweet_potato_baked_peel_eaten_fat_not_added_in_cooking
Tomatoes raw	0	0	0	0	0	22.5	91	0	0	0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomatoes_raw;L4_Tomatoes_raw;Tomatoes_raw
Tomatoes cooked from fresh NS as to method	0	0	0	60	0	0	0	0	0	0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomatoes_cooked;L4_Tomatoes_cooked;Tomatoes_cooked_from_fresh_NS_as_to_method
Tomatoes red from fresh fried	0	0	0	0	0	707	0	0	0	0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomatoes_cooked;L4_Tomatoes_cooked;Tomatoes_red_from_fresh_fried
Tomato catsup	0	0	0	0	0	0	30	10	0	0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;Tomato_catsup
Salsa red commercially prepared	0	0	0	0	17.8	32	0	0	0	0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;Salsa_red_commercially_prepared
Salsa verde or salsa green	0	0	0	0	0	0	0	0	0	30	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;Salsa_verde_or_salsa_green
Raw vegetable NFS	120	0	0	0	0	60	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Raw_vegetable_NFS
Cabbage green raw	0	0	0	22.25	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Cabbage_green_raw
Cabbage red raw	66.75	0	0	0	0	22.25	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Cabbage_red_raw
Cauliflower raw	20.0625	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Cauliflower_raw
Cilantro raw	4	0	0	0	0	0.3	0.3	0	0	0.3	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Cilantro_raw
Cucumber raw	22.3125	0	0	59.5	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Cucumber_raw
Lettuce raw	17.5	0	0	0	0	0	17.5	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Lettuce_raw
Lettuce Boston raw	0	6.25	0	0	0	16.6666666666667	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Lettuce_Boston_raw
Lettuce arugula raw	0	0	0	0	40	10	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Lettuce_arugula_raw
Mixed salad greens raw	17.5	35	0	0	0	23.3333333333333	0	0	0	52.5	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Mixed_salad_greens_raw
Pepper sweet green raw	27.9375	0	0	0	0	27.9375	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Pepper_sweet_green_raw
Pepper sweet red raw	0	0	0	0	0	37.25	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Pepper_sweet_red_raw
Pepper banana raw	0	62	0	0	0	93	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Pepper_banana_raw
Seaweed raw	0	60	0	0	0	0	0	0	60	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Seaweed_raw
Squash summer yellow raw	21.1875	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;Squash_summer_yellow_raw
Mixed vegetable juice vegetables other than tomato 	0	0	0	0	0	0	0	0	0	369.6	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Mixed_vegetable_juice;Mixed_vegetable_juice_vegetables_other_than_tomato_
Broccoli salad with cauliflower cheese bacon bits and dressing	0	0	0	0	0	0	0	0	0	308	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Raw_vegetable_mixtures;Broccoli_salad_with_cauliflower_cheese_bacon_bits_and_dressing
Cabbage salad or coleslaw from fast food restaurant	0	0	0	0	219	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Raw_vegetable_mixtures;Cabbage_salad_or_coleslaw_from_fast_food_restaurant
Cabbage salad or coleslaw made with coleslaw dressing	0	0	0	0	0	0	109.5	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Raw_vegetable_mixtures;Cabbage_salad_or_coleslaw_made_with_coleslaw_dressing
Vegetables NS as to type cooked fat not added in cooking	0	0	0	0	0	0	0	0	132.75	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Vegetables_NS_as_to_type_cooked_fat_not_added_in_cooking
Bean sprouts cooked from fresh fat not added in cooking	0	0	31	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Bean_sprouts_cooked_from_fresh_fat_not_added_in_cooking
Cabbage Chinese cooked fat not added in cooking	0	0	7	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Cabbage_Chinese_cooked_fat_not_added_in_cooking
Cabbage green cooked NS as to fat added in cooking	0	0	0	0	0	19.375	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Cabbage_green_cooked_NS_as_to_fat_added_in_cooking
Cabbage green cooked fat not added in cooking	0	0	21	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Cabbage_green_cooked_fat_not_added_in_cooking
Corn cooked NS as to form NS as to color NS as to fat added in cooking	0	0	0	0	0	21.125	21.125	0	0	21.125	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Corn_cooked_NS_as_to_form_NS_as_to_color_NS_as_to_fat_added_in_cooking
Garlic cooked	0	0	0	2	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Garlic_cooked
Onions mature cooked NS as to form NS as to fat added in cooking	0	0	0	0	0	0	26.875	0	0	26.875	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Onions_mature_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking
Peppers green cooked NS as to fat added in cooking	0	0	0	0	0	17.625	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Peppers_green_cooked_NS_as_to_fat_added_in_cooking
Peppers red cooked NS as to fat added in cooking	0	0	0	0	0	0	0	0	0	17.625	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Peppers_red_cooked_NS_as_to_fat_added_in_cooking
Peppers hot cooked NS as to form NS as to fat added in cooking	0	0	0	0	0	8.8	17.6	0	0	17.6	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Peppers_hot_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking
Sauerkraut cooked NS as to fat added in cooking	0	0	0	0	0	0	0	6.6598	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Sauerkraut_cooked_NS_as_to_fat_added_in_cooking
Seaweed dried	0	0	3.75	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Seaweed_dried
Seaweed cooked NS as to fat added in cooking	0	6.4032	3.1968	0	0	0	0	0	51.2256	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Seaweed_cooked_NS_as_to_fat_added_in_cooking
Squash summer cooked NS as to form NS as to fat added in cooking	0	0	0	0	0	0	0	0	0	23.125	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_cooked;L4_Other_vegetables_cooked;Squash_summer_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking
Bean salad yellow andor green string beans	0	0	0	0	0	375	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetable_mixtures_cooked;L4_Other_vegetable_mixtures_cooked;Bean_salad_yellow_andor_green_string_beans
Vegetables stew type including potatoes carrots onions celery cooked fat not added in cooking	0	0	40	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetable_mixtures_cooked;L4_Other_vegetable_mixtures_cooked;Vegetables_stew_type_including_potatoes_carrots_onions_celery_cooked_fat_not_added_in_cooking
Cauliflower from frozen creamed	0	0	0	0	171	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Other_cooked_vegetables_cooked_with_sauces_batters_casseroles;L4_Other_cooked_vegetables_cooked_with_sauces_batters_casseroles;Cauliflower_from_frozen_creamed
Vegetable combination including carrots broccoli andor dark green leafy cooked with soy based sauce	185	0	0	0	0	0	0	0	416.25	0	L1_Vegetables;L2_Other_vegetables;L3_Other_cooked_vegetables_cooked_with_sauces_batters_casseroles;L4_Vegetable_combinations_with_tomato_or_curry;Vegetable_combination_including_carrots_broccoli_andor_dark_green_leafy_cooked_with_soy_based_sauce
Vegetable tempura	0	0	0	0	0	0	0	0	28	0	L1_Vegetables;L2_Other_vegetables;L3_Other_cooked_vegetables_cooked_with_sauces_batters_casseroles;L4_Vegetable_combinations_with_tomato_or_curry;Vegetable_tempura
Vegetable curry	0	0	0	0	0	0	0	0	0	708	L1_Vegetables;L2_Other_vegetables;L3_Other_cooked_vegetables_cooked_with_sauces_batters_casseroles;L4_Vegetable_combinations_with_tomato_or_curry;Vegetable_curry
Cucumber pickles relish	0	0	0	0	0	0	30.625	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Olives_pickles_relishes_excluding_tomatoes;L4_;Cucumber_pickles_relish
Cucumber pickles sweet	0	0	0	0	0	0	37.5	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Olives_pickles_relishes_excluding_tomatoes;L4_;Cucumber_pickles_sweet
Mustard	0	0	0	0	0	0	30	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Olives_pickles_relishes_excluding_tomatoes;L4_;Mustard
Pickles NS as to vegetable	0	0	0	0	0	0	0	0	77.5	0	L1_Vegetables;L2_Other_vegetables;L3_Olives_pickles_relishes_excluding_tomatoes;L4_;Pickles_NS_as_to_vegetable
Mushroom soup NFS	0	0	0	0	0	0	0	0	244	0	L1_Vegetables;L2_Other_vegetables;L3_Vegetable_soups;L4_Vegetable_soups;Mushroom_soup_NFS
Seaweed soup	0	0	345	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;L3_Vegetable_soups;L4_Vegetable_soup;Seaweed_soup
Butter stick salted	0	0	0	0	0	0	0	5	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Fats;L3_Table_fats;L4_Table_fats;Butter_stick_salted
Honey mustard dressing	0	0	0	0	0	0	0	0	31.2	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;L3_Regular_salad_dressings;L4_;Honey_mustard_dressing
Italian dressing made with vinegar and oil	29.4	0	0	0	0	29.4	0	0	44	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;L3_Regular_salad_dressings;L4_;Italian_dressing_made_with_vinegar_and_oil
Mayonnaise regular	0	41.4	0	0	0	0	0	0	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;L3_Regular_salad_dressings;L4_;Mayonnaise_regular
Creamy dressing	0	0	0	0	29.4	0	0	0	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;L3_Regular_salad_dressings;L4_;Creamy_dressing
Thousand Island dressing	0	0	0	0	0	0	0	0	0	31.2	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;L3_Regular_salad_dressings;L4_;Thousand_Island_dressing
French or Catalina dressing light	32.4	0	0	0	0	0	0	0	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;L3_Light_salad_dressings;L4_;French_or_Catalina_dressing_light
Sesame dressing light	0	0	0	0	0	14.7	0	0	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;L3_Light_salad_dressings;L4_;Sesame_dressing_light
Sugar white granulated or lump	0	0	0	0	0	0	2.3	7	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Sugars_and_sugarsugar_substitute_blends;L4_Sugars_and_sugarsugar_substitute_blends;Sugar_white_granulated_or_lump
Sugar cinnamon	0	0	0	0	0	0	8.4	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Sugars_and_sugarsugar_substitute_blends;L4_Sugars_and_sugarsugar_substitute_blends;Sugar_cinnamon
Honey	10.5	0	0	0	0	0	63	0	0	21	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Syrups_honey_molasses_sweet_toppings;L4_Syrups_honey_molasses;Honey
Chocolate sweet or dark	0	0	0	0	0	0	0	0	10.25	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;Chocolate_sweet_or_dark
MMs Milk Chocolate Candies formerly MMs Plain Chocolate Candies 	0	0	0	0	0	0	0	52	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;L3_Candies;L4_Candies;MMs_Milk_Chocolate_Candies_formerly_MMs_Plain_Chocolate_Candies_
Coffee made from ground regular	192	0	0	192	0	0	672	252	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_Coffee;Coffee_made_from_ground_regular
Coffee espresso	0	0	0	0	0	0	0	108	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_Coffee;Coffee_espresso
Coffee mocha	0	0	0	0	0	0	0	496	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_Coffee;Coffee_mocha
Cappuccino	0	0	0	0	0	0	411	324	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_Cappuccino;Cappuccino
Tea herbal	0	0	0	0	0	0	0	0	0	126	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Tea;L4_Tea;Tea_herbal
Tea hibiscus	288	0	0	0	0	216	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Tea;L4_Tea;Tea_hibiscus
Soft drink NFS	297.6	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Soft_drinks_carbonated;L4_Soft_drink_NS;Soft_drink_NFS
Carbonated water unsweetened	216	0	0	0	507	0	0	330	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Soft_drinks_carbonated;L4_Carbonated_soft_drinks;Carbonated_water_unsweetened
Soft drink cola type	0	0	0	0	0	0	372	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Soft_drinks_carbonated;L4_Carbonated_soft_drinks;Soft_drink_cola_type
Soft drink cola type sugar free	0	0	0	0	0	0	720	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Soft_drinks_carbonated;L4_Carbonated_soft_drinks;Soft_drink_cola_type_sugar_free
Soft drink fruit flavored caffeine free	0	0	0	0	0	0	372	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Soft_drinks_carbonated;L4_Carbonated_soft_drinks;Soft_drink_fruit_flavored_caffeine_free
Beer	0	0	0	0	0	0	1044	1080	0	0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;L3_Beers_and_ales;L4_;Beer
Bourbon and soda	0	0	0	0	0	0	0	60	0	0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;L3_Cocktails;L4_;Bourbon_and_soda
Wine rice	0	0	0	0	0	0	0	0	48	0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;L3_Wines;L4_;Wine_rice
Water tap	876	288	0	1620	336	672	252	297	0	972	L1_Sugars_Sweets_and_Beverages;L2_Water_noncarbonated;L3_Water_not_bottled;L4_;Water_tap
Water bottled unsweetened	0	330	0	735.6	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Water_noncarbonated;L3_Water_bottled;L4_;Water_bottled_unsweetened
Protein powder whey based NFS	0	104	0	52	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Formulated_nutrition_beverages_energy_drinks_sports_drinks_function;L3_Nutrition_powders;L4_;Protein_powder_whey_based_NFS
Protein powder light NFS	0	4	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Formulated_nutrition_beverages_energy_drinks_sports_drinks_function;L3_Nutrition_powders;L4_;Protein_powder_light_NFS
