#FOODID	VVKAJ101	VVKAJ108	VVKAJ110	VVKAJ106	VVKAJ103	VVKAJ102	VVKAJ104	VVKAJ109	VVKAJ105	VVKAJ107	taxonomy
Seaweed raw	0	60	0	0	0	0	0	0	60	0	L1_Vegetables;L2_Other_vegetables;Seaweed_raw
Squash summer yellow raw	21.1875	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Squash_summer_yellow_raw
Mixed vegetable juice vegetables other than tomato 	0	0	0	0	0	0	0	0	0	369.6	L1_Vegetables;L2_Other_vegetables;Mixed_vegetable_juice_vegetables_other_than_tomato_
Broccoli salad with cauliflower cheese bacon bits and dressing	0	0	0	0	0	0	0	0	0	308	L1_Vegetables;L2_Other_vegetables;Broccoli_salad_with_cauliflower_cheese_bacon_bits_and_dressing
Cabbage salad or coleslaw from fast food restaurant	0	0	0	0	219	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Cabbage_salad_or_coleslaw_from_fast_food_restaurant
Cabbage salad or coleslaw made with coleslaw dressing	0	0	0	0	0	0	109.5	0	0	0	L1_Vegetables;L2_Other_vegetables;Cabbage_salad_or_coleslaw_made_with_coleslaw_dressing
Vegetables NS as to type cooked fat not added in cooking	0	0	0	0	0	0	0	0	132.75	0	L1_Vegetables;L2_Other_vegetables;Vegetables_NS_as_to_type_cooked_fat_not_added_in_cooking
Bean sprouts cooked from fresh fat not added in cooking	0	0	31	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Bean_sprouts_cooked_from_fresh_fat_not_added_in_cooking
Cabbage Chinese cooked fat not added in cooking	0	0	7	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Cabbage_Chinese_cooked_fat_not_added_in_cooking
Cabbage green cooked NS as to fat added in cooking	0	0	0	0	0	19.375	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Cabbage_green_cooked_NS_as_to_fat_added_in_cooking
Cabbage green cooked fat not added in cooking	0	0	21	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Cabbage_green_cooked_fat_not_added_in_cooking
Corn cooked NS as to form NS as to color NS as to fat added in cooking	0	0	0	0	0	21.125	21.125	0	0	21.125	L1_Vegetables;L2_Other_vegetables;Corn_cooked_NS_as_to_form_NS_as_to_color_NS_as_to_fat_added_in_cooking
Garlic cooked	0	0	0	2	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Garlic_cooked
Onions mature cooked NS as to form NS as to fat added in cooking	0	0	0	0	0	0	26.875	0	0	26.875	L1_Vegetables;L2_Other_vegetables;Onions_mature_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking
Peppers green cooked NS as to fat added in cooking	0	0	0	0	0	17.625	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Peppers_green_cooked_NS_as_to_fat_added_in_cooking
Peppers red cooked NS as to fat added in cooking	0	0	0	0	0	0	0	0	0	17.625	L1_Vegetables;L2_Other_vegetables;Peppers_red_cooked_NS_as_to_fat_added_in_cooking
Peppers hot cooked NS as to form NS as to fat added in cooking	0	0	0	0	0	8.8	17.6	0	0	17.6	L1_Vegetables;L2_Other_vegetables;Peppers_hot_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking
Sauerkraut cooked NS as to fat added in cooking	0	0	0	0	0	0	0	6.6598	0	0	L1_Vegetables;L2_Other_vegetables;Sauerkraut_cooked_NS_as_to_fat_added_in_cooking
Seaweed dried	0	0	3.75	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Seaweed_dried
Seaweed cooked NS as to fat added in cooking	0	6.4032	3.1968	0	0	0	0	0	51.2256	0	L1_Vegetables;L2_Other_vegetables;Seaweed_cooked_NS_as_to_fat_added_in_cooking
Squash summer cooked NS as to form NS as to fat added in cooking	0	0	0	0	0	0	0	0	0	23.125	L1_Vegetables;L2_Other_vegetables;Squash_summer_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking
Bean salad yellow andor green string beans	0	0	0	0	0	375	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Bean_salad_yellow_andor_green_string_beans
Vegetables stew type including potatoes carrots onions celery cooked fat not added in cooking	0	0	40	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Vegetables_stew_type_including_potatoes_carrots_onions_celery_cooked_fat_not_added_in_cooking
Cauliflower from frozen creamed	0	0	0	0	171	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Cauliflower_from_frozen_creamed
Vegetable combination including carrots broccoli andor dark green leafy cooked with soy based sauce	185	0	0	0	0	0	0	0	416.25	0	L1_Vegetables;L2_Other_vegetables;Vegetable_combination_including_carrots_broccoli_andor_dark_green_leafy_cooked_with_soy_based_sauce
Vegetable tempura	0	0	0	0	0	0	0	0	28	0	L1_Vegetables;L2_Other_vegetables;Vegetable_tempura
Vegetable curry	0	0	0	0	0	0	0	0	0	708	L1_Vegetables;L2_Other_vegetables;Vegetable_curry
Cucumber pickles relish	0	0	0	0	0	0	30.625	0	0	0	L1_Vegetables;L2_Other_vegetables;Cucumber_pickles_relish
Cucumber pickles sweet	0	0	0	0	0	0	37.5	0	0	0	L1_Vegetables;L2_Other_vegetables;Cucumber_pickles_sweet
Mustard	0	0	0	0	0	0	30	0	0	0	L1_Vegetables;L2_Other_vegetables;Mustard
Pickles NS as to vegetable	0	0	0	0	0	0	0	0	77.5	0	L1_Vegetables;L2_Other_vegetables;Pickles_NS_as_to_vegetable
Mushroom soup NFS	0	0	0	0	0	0	0	0	244	0	L1_Vegetables;L2_Other_vegetables;Mushroom_soup_NFS
Seaweed soup	0	0	345	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Seaweed_soup
Butter stick salted	0	0	0	0	0	0	0	5	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Fats;Butter_stick_salted
Honey mustard dressing	0	0	0	0	0	0	0	0	31.2	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;Honey_mustard_dressing
Italian dressing made with vinegar and oil	29.4	0	0	0	0	29.4	0	0	44	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;Italian_dressing_made_with_vinegar_and_oil
Mayonnaise regular	0	41.4	0	0	0	0	0	0	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;Mayonnaise_regular
Creamy dressing	0	0	0	0	29.4	0	0	0	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;Creamy_dressing
Thousand Island dressing	0	0	0	0	0	0	0	0	0	31.2	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;Thousand_Island_dressing
French or Catalina dressing light	32.4	0	0	0	0	0	0	0	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;French_or_Catalina_dressing_light
Sesame dressing light	0	0	0	0	0	14.7	0	0	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;Sesame_dressing_light
Sugar white granulated or lump	0	0	0	0	0	0	2.3	7	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;Sugar_white_granulated_or_lump
Sugar cinnamon	0	0	0	0	0	0	8.4	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;Sugar_cinnamon
Honey	10.5	0	0	0	0	0	63	0	0	21	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;Honey
Chocolate sweet or dark	0	0	0	0	0	0	0	0	10.25	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;Chocolate_sweet_or_dark
MMs Milk Chocolate Candies formerly MMs Plain Chocolate Candies 	0	0	0	0	0	0	0	52	0	0	L1_Sugars_Sweets_and_Beverages;L2_Sugars_and_sweets;MMs_Milk_Chocolate_Candies_formerly_MMs_Plain_Chocolate_Candies_
Coffee made from ground regular	192	0	0	192	0	0	672	252	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;Coffee_made_from_ground_regular
Coffee espresso	0	0	0	0	0	0	0	108	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;Coffee_espresso
Coffee mocha	0	0	0	0	0	0	0	496	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;Coffee_mocha
Cappuccino	0	0	0	0	0	0	411	324	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;Cappuccino
Tea herbal	0	0	0	0	0	0	0	0	0	126	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;Tea_herbal
Tea hibiscus	288	0	0	0	0	216	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;Tea_hibiscus
Soft drink NFS	297.6	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;Soft_drink_NFS
Carbonated water unsweetened	216	0	0	0	507	0	0	330	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;Carbonated_water_unsweetened
Soft drink cola type	0	0	0	0	0	0	372	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;Soft_drink_cola_type
Soft drink cola type sugar free	0	0	0	0	0	0	720	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;Soft_drink_cola_type_sugar_free
Soft drink fruit flavored caffeine free	0	0	0	0	0	0	372	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;Soft_drink_fruit_flavored_caffeine_free
Beer	0	0	0	0	0	0	1044	1080	0	0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;Beer
Bourbon and soda	0	0	0	0	0	0	0	60	0	0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;Bourbon_and_soda
Wine rice	0	0	0	0	0	0	0	0	48	0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;Wine_rice
Water tap	876	288	0	1620	336	672	252	297	0	972	L1_Sugars_Sweets_and_Beverages;L2_Water_noncarbonated;Water_tap
Water bottled unsweetened	0	330	0	735.6	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Water_noncarbonated;Water_bottled_unsweetened
Protein powder whey based NFS	0	104	0	52	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Formulated_nutrition_beverages_energy_drinks_sports_drinks_function;Protein_powder_whey_based_NFS
Protein powder light NFS	0	4	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Formulated_nutrition_beverages_energy_drinks_sports_drinks_function;Protein_powder_light_NFS
