"","User_Day_OccNo","UserName","RecallNo","Occ_No","FoodAmt","KCAL","PROT","TFAT","CARB","MOIS","ALC","CAFF","THEO","SUGR","FIBE","CALC","IRON","MAGN","PHOS","POTA","SODI","ZINC","COPP","SELE","VC","VB1","VB2","NIAC","VB6","FOLA","FA","FF","FDFE","VB12","VARA","RET","BCAR","ACAR","CRYP","LYCO","LZ","ATOC","VK","CHOLE","SFAT","S040","S060","S080","S100","S120","S140","S160","S180","MFAT","M161","M181","M201","M221","PFAT","P182","P183","P184","P204","P205","P225","P226","VITD","CHOLN","VITE_ADD","B12_ADD","F_TOTAL","F_CITMLB","F_OTHER","F_JUICE","V_TOTAL","V_DRKGR","V_REDOR_TOTAL","V_REDOR_TOMATO","V_REDOR_OTHER","V_STARCHY_TOTAL","V_STARCHY_POTATO","V_STARCHY_OTHER","V_OTHER","V_LEGUMES","G_TOTAL","G_WHOLE","G_REFINED","PF_TOTAL","PF_MPS_TOTAL","PF_MEAT","PF_CUREDMEAT","PF_ORGAN","PF_POULT","PF_SEAFD_HI","PF_SEAFD_LOW","PF_EGGS","PF_SOY","PF_NUTSDS","PF_LEGUMES","D_TOTAL","D_MILK","D_YOGURT","D_CHEESE","OILS","SOLID_FATS","ADD_SUGARS","A_DRINKS","Occ_Name","Occ_In_Words"
"33","VVKAJ103_2_3","VVKAJ103",2,3,497.75,616.4325,41.034425,40.7506,28.3642,381.740375,0,0,0,11.89225,6.565,98.0275,2.94545,103.215,456.2925,1063.165,1538.415,3.25345,0.4684325,32.42025,129.969,0.2863225,0.4229425,13.5342075,0.9764575,87.315,0,87.315,87.315,0.42315,84.55,9.765,879.47,42.52,12.695,0,997.74,5.432775,82.0815,130.2,6.677535,0,0,0.006935,0.01019,0.01019,0.046355,4.7123025,1.328415,17.53964,0.616385,16.663585,0.224665,0,13.685535,12.3429175,1.28169,0,0.02972,0,0,0,0,116.4885,0,0,0,0,0,0,2.2178,0,0,0,0,0,0,0,2.2178,0,0,0,0,5.322825,4.0362,0,0,0,4.0362,0,0,0,0,1.286625,0,0,0,0,0,29.151175,0.55335,0,0,3,"Lunch"
"34","VVKAJ103_2_4","VVKAJ103",2,4,67,383.78,11.1425,37.3106,6.9315,10.2664,0,0,0,1.3815,3.35,80.28,1.54,82.4,204.96,246.34,107.93,1.9496,0.79623,4.915,0.65,0.1824,0.1634,0.6271,0.30845,60.05,0,60.05,60.05,0.2805,30.08,29.41,7.53,0,0,0,4.5,0.3908,1.741,17,6.0227,0.09588,0.05491,0.05049,0.11441,0.08568,0.52105,3.60382,1.3191,5.82871,0.17119,5.51521,0.067,0,23.72742,19.13371,4.59321,0,0,0,0,0,0.085,22.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.525,0,0,0,0,0,0,0,0,0,3.525,0,0.1003,0,0,0.1003,23.33,4.556,0,0,6,"Snack"
"35","VVKAJ103_2_5","VVKAJ103",2,5,494.2,708.806,89.14136,33.23796,10.8892,357.17472,0,0,0,2.72328,3.85,89.46,3.38534,141.526,1173.34,2003.68,1889.118,2.12576,0.38516,132.9468,93.793,0.457996,0.538572,32.484752,2.554432,106.33,0,106.33,106.33,15.54714,310.45,248.528,718.032,0,0,0,1915.76,2.71236,211.3916,226.968,12.510112,0.563212,0.35282,0.211616,0.44396,0.467452,2.145584,5.898172,2.1822,9.33744,0.9236,6.163912,1.882524,0.19392,4.28192,0.930852,0.50918,0.299376,0.06092,0.755244,0.19392,1.38462,45.2466,457.1308,0,0,0,0,0,0,1.001,0,0,0,0,0,0,0,1.001,0,0,0,0,11.32866,11.32866,0,0,0,0,11.32866,0,0,0,0,0,0,0,0,0,0,14.3346,0,0,1,"Breakfast"
"36","VVKAJ103_3_1","VVKAJ103",3,1,770.8,447.962,23.71436,35.01146,9.47212,697.88124,0,0,0,5.60918,1.5682,318.51,2.65926,39.72,421.614,450.23,951.348,3.34344,0.221748,48.3762,22.7242,0.106734,0.792896,0.981398,0.377476,62.212,0,62.212,62.212,1.353,306.674,297.66,125.388,4.92,12.3,1079.214,769.392,3.54884,21.1834,499.38,10.721958,0.16974,0.13776,0.09594,0.21156,0.23124,0.79212,6.438208,2.357392,13.014144,0.42558,12.160346,0.10824,0,8.810844,7.550612,0.837112,0,0.25092,0.00246,0.0123,0.0738,3.198,335.1164,0,0,0,0,0,0,0.73216,0,0.0445,0.0445,0,0,0,0,0.68766,0,0,0,0,2.5584,0,0,0,0,0,0,0,2.5584,0,0,0,0.6642,0.1476,0,0.5166,14.4648,12.669,0,0,1,"Breakfast"
"37","VVKAJ103_3_2","VVKAJ103",3,2,156,208.32,13.239,11.0286,14.8314,115.9896,0,0,0,14.256,0.558,151.08,0.2076,22.02,191.64,205.38,58.5,0.9384,0.09684,14.472,0.066,0.0939,0.36006,0.36342,0.08574,14.76,0,14.76,14.76,0.945,187.68,186,12.18,0,0.54,0,0.96,0.2226,1.014,15,4.3953,0.219,0.0885,0.087,0.3975,0.234,0.561,1.89168,0.78534,4.55598,0.09066,3.77304,0.02028,0,1.74156,1.47108,0.11754,0,0.006,0,0,0,1.35,52.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423,0,0,0,0,0,0,0,0,0,0.423,0,0.57,0,0.57,0,3.2556,5.76,1.935,0,6,"Snack"
"38","VVKAJ103_3_3","VVKAJ103",3,3,754.8,326.892,47.65776,11.79276,5.928,685.68696,0,34.56,0,2.136,0.96,58.812,1.66608,76.512,602.58,853.32,1666.464,1.63464,0.316392,69.222,1.104,0.212368,0.544224,12.1288,0.873136,34.812,0,34.812,34.812,7.092,38.688,36.288,12,0,0,0,0,1.542,9.9612,120.732,2.244216,0,0,0,0,0.004536,0.263352,1.499064,0.405504,3.898048,0.306976,2.952448,0.515496,0.052296,3.047992,1.79364,0.277656,0.077112,0.04776,0.213192,0.074848,0.456528,12.9408,194.4984,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0.072,0.048,0,0,0,6.43428,6.24228,0,0,0,0,2.76696,3.47532,0,0.192,0,0.192,0,0,0,0,1.896,0,0,0,3,"Lunch"
"39","VVKAJ103_3_4","VVKAJ103",3,4,432,358.56,32.7456,2.9808,54.7776,334.4976,0,0,0,31.4928,6.48,380.16,2.6784,177.12,604.8,1360.8,142.56,3.024,0.27216,13.392,66.528,0.38016,1.08432,2.21184,0.98928,190.08,0,190.08,190.08,1.2096,349.92,43.2,3650.4,47.52,30.24,0,7866.72,1.6848,309.744,12.96,1.4472,0.05616,0.03888,0.03024,0.0432,0.04752,0.17712,0.77328,0.24624,0.55296,0.03888,0.50544,0,0,0.42768,0.25488,0.1728,0,0,0,0,0,1.296,120.528,0,0,1.4256,0,0.9936,0.432,0.9072,0.9072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1232,0.3024,0,0,0,1.1232,0,0,6,"Snack"
"40","VVKAJ103_3_5","VVKAJ103",3,5,417.75,393.54,23.72535,23.291325,18.514725,342.8559,4.59,0,0,5.11035,5.20875,43.425,3.144975,53.91,325.53,805.26,1221.825,2.637,0.6979425,31.62525,8.35425,0.168225,0.554835,11.4765825,0.36381,54.5475,0,54.5475,54.5475,0.2673,21.87,4.86,131.22,34.02,58.32,0,571.05,2.45175,39.46275,80.19,3.7085025,0,0,0,0.0012075,0.0060375,0.026715,2.7399825,0.78414,9.4984875,0.391155,9.011445,0.0837525,0,8.4014325,7.41231,0.96606,0,0.01458,0,0,0,0.2415,88.42575,0,0,0,0,0,0,1.440975,0,0,0,0,0.2916,0,0.2916,1.149375,0,0,0,0,2.5272,2.5272,0,0,0,2.5272,0,0,0,0,0,0,0,0,0,0,17.7666,0.3402,0,0.3294,4,"Dinner"
"41","VVKAJ104_1_1","VVKAJ104",1,1,660.25,793.1075,30.99525,41.7899,73.925825,505.36515,0,76.8,0,23.134975,5.47675,435.605,5.03395,76.2725,594.4275,946.18,1658.3275,3.561725,0.286175,51.15,15.982,0.5949725,1.022225,6.60967,0.48544,118.99,51.8,69.78,155.25,1.383,211.5875,195.47,185.8725,3.5,12.5825,1169.35,439.985,3.18495,19.49475,333.59,13.9899675,0.25032,0.10957,0.09879,0.19626,0.191468,1.051883,7.8148025,3.6481625,15.2532125,0.562055,14.248365,0.216775,0.00485,9.57684,8.3647075,0.8163875,0,0.1813,0,0.01295,0.04403,3.687,224.5075,0,0,0.404675,0.16515,0.239525,0,0.5887,0,0.0518,0.0518,0,0.2331,0.2331,0,0.3038,0,3.0303,0,3.0303,2.3569,0.8547,0,0.8547,0,0,0,0,1.5022,0,0,0,0.8471,0.1036,0.4068,0.3367,14.5705,17.9643,1.1277,0,1,"Breakfast"
"42","VVKAJ104_1_2","VVKAJ104",1,2,657.775,861.95325,40.15989,39.3470975,86.524685,486.8520575,0,0,0,44.418825,2.496,514.7925,4.7442075,63.15075,514.0135,658.5155,1044.68175,7.8813675,0.21552425,45.25525,5.8635,0.41160025,0.462453,7.6244535,0.52042775,77.145,27.56,49.585,96.385,3.742765,141.4595,122.89575,175.77775,31.15025,70.6005,0.42525,103.5095,1.5003,34.9176,113.49825,15.33147175,0.29219525,0.2320455,0.14257675,0.340592,0.38949375,1.70795475,8.0272495,3.533554,14.0840465,0.84460375,12.552125,0.126835,0.000851,5.04498525,4.311229,0.63051725,0.000425,0.0603615,0,0.0076545,0,0,97.870125,0,0,0,0,0,0,0.672125,0,0,0,0,0.39,0.39,0,0.282125,0,1.69,0,1.69,2.6775,2.6775,2.6775,0,0,0,0,0,0,0,0,0,1.5011325,0,0,1.5011325,8.8504,20.601425,10.23585,0,3,"Lunch"
"43","VVKAJ104_1_3","VVKAJ104",1,3,456,332.37,9.1998,15.3573,40.509,388.6041,0,152.91,37.35,25.2855,0.9,264.27,2.6343,100.65,246.33,446.85,250.92,1.3515,0.207,7.098,0.411,0.20538,0.63918,5.03799,0.10008,40.62,13.05,27.57,49.62,0.8766,115.08,115.08,8.22,0,0,0,0.45,0.9867,15.576,16.44,6.30834,0.16029,0.0822,0.04245,0.10725,0.12003,0.39048,3.19074,1.99002,3.98142,0.07239,3.83676,0.01896,0.00315,4.00137,3.57672,0.41109,0,0.00405,0,0,0,2.466,37.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765,0,0.765,0,0,0,0,0,0,0,0,0,0,0,0,0.8631,0.8631,0,0,0,13.7889,3.483,0,6,"Snack"
"44","VVKAJ104_1_4","VVKAJ104",1,4,823.5,785.215,46.7066,32.4,54.44155,669.1608,12.636,0,0,11.26625,4.3265,279.055,5.83605,107.98,577.76,1475.7,1568.815,9.48875,0.49203,44.116,29.387,0.35082,0.67348,12.27744,1.2024,93.785,14.175,79.61,102.29,3.85275,165.745,109.265,603.69,91.91,2.835,11288.69,211.155,2.20465,13.4415,185.345,13.66181,0.19159,0.14625,0.09409,0.22034,0.26168,1.32124,6.81286,4.15943,12.52009,0.9067,10.62636,0.0928,0,2.09341,1.80448,0.1301,0,0.09222,0.0025,0.00375,0.00851,0.4085,209.7435,0,0,0,0,0,0,1.6588,0,0.79205,0.79205,0,0.725,0.725,0,0.14175,0,0.7938,0,0.7938,4.1958,3.9123,3.9123,0,0,0,0,0,0.2835,0,0,0,0.50425,0.19175,0,0.3125,0.8795,19.2034,0,0.9072,1,"Breakfast"
"45","VVKAJ104_2_1","VVKAJ104",2,1,247.625,386.44125,7.9108875,9.4193125,69.867925,157.6733125,0,0,0,32.372725,2.762,144.07625,7.2191125,30.775,306.17375,282.66875,568.8875,0.8132875,0.13319625,14.10575,45.306125,0.69912125,0.5241875,7.97013875,0.67456,92.80375,57.6,35.20375,133.60375,3.4733125,525.02875,524.26875,8.05125,0,0,0,86.96,0.982775,9.53325,25.58125,2.0477,0.0294,0.0202125,0.0128625,0.03448125,0.03759375,0.10504375,1.2812575,0.42096125,2.17096125,0.03690375,2.07866375,0.0264,0,4.743175,4.45270625,0.28206875,0,0.006,0,0,0,0.3675,26.969,0,3.24,0.5244,0.5244,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,2.4,0.108,0,0,0,0,0,0,0,0.108,0,0,0,0.2695625,0.144,0.1255625,0,0,7.6365,5.8935,0,1,"Breakfast"
"46","VVKAJ104_2_2","VVKAJ104",2,2,290.3,11.781,0.2592,0.0576,2.29954,286.58926,0,89.28,0,2.2954,0,5.783,0.02995,8.64,5.76,109.486,5.783,0.05783,0.011681,0.0138,0,0.03168,0.167477,0.42048,0.00288,5.76,0,5.76,5.76,0,0,0,0,0,0,0,0,0.0288,0.288,0,0.00576,0,0,0,0,0,0,0.00576,0,0.03168,0,0,0,0,0.00288,0.00288,0,0,0,0,0,0,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54648,0,7,"Just a drink"
"47","VVKAJ104_2_3","VVKAJ104",2,3,355.5,807.755,25.94125,46.4846,71.39595,204.2095,0,0,0,15.80965,5.9045,227.115,6.1265,58.85,313.685,745.255,2027.26,3.5707,0.20226,44.309,26.778,0.719075,0.49772,8.125635,0.344015,161.855,96.32,65.535,229.055,1.03515,90.925,7.8,828.165,353.885,5.4,0,129.915,1.85335,73.188,76.11,15.81811,0.00792,0.00114,0.0113,0.02484,0.062945,1.02662,8.993375,5.031195,19.60975,1.2883,17.19775,0.20466,0.27732,7.74324,6.76152,0.8537,0.00342,0.0353,0.00568,0.01596,0.00114,1.026,71.619,0,0,0,0,0,0,0.88695,0,0.07665,0,0.07665,0,0,0,0.8103,0,3.7968,0,3.7968,3.13455,3.1236,0,3.1236,0,0,0,0,0.01095,0,0,0,0,0,0,0,10.70265,25.67745,2.4774,0,3,"Lunch"
"48","VVKAJ104_2_4","VVKAJ104",2,4,950,522.7,20.526,23.814,55.356,846.224,0,86.4,0,5.796,2.76,410.3,3.23,53.2,396,280.7,894.8,2.533,0.1938,47.15,0,0.4615,0.6693,2.9302,0.2806,82.8,64.4,20.7,128.8,0.598,241.5,239.2,71.3,0,0,0,6.9,1.472,7.13,55.2,12.1095,0.4899,0.3611,0.23,0.5037,0.5635,1.7319,5.5407,2.392,6.3319,0.2576,5.5706,0.0391,0,2.7048,2.3805,0.2668,0,0.0184,0.0046,0.0069,0,1.38,26.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.576,0,2.576,0,0,0,0,0,0,0,0,0,0,0,0,1.173,0.322,0,0.851,1.334,19.251,0.23,0,4,"Dinner"
"49","VVKAJ104_2_5","VVKAJ104",2,5,360,154.8,1.656,0,12.78,331.056,14.04,0,0,0,0,14.4,0.072,21.6,50.4,97.2,14.4,0.036,0.018,2.16,0,0.018,0.09,1.8468,0.1656,21.6,0,21.6,21.6,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,7,"Just a drink"
"50","VVKAJ104_3_1","VVKAJ104",3,1,292,918.43,39.996,49.1975,82.428,114.082,0,0,0,40.5904,2.409,244.77,3.0939,55.09,602.18,564.09,1546.68,2.0824,0.17887,54.286,0.21,0.43225,0.63546,12.77132,0.50158,90.84,62.5,28.34,133.84,0.715,73.5,72.75,9.75,0,0.75,0,90.5,4.42,34.2,180.75,10.18875,0.0775,0.0465,0.03575,0.078,0.07125,0.33975,6.6595,2.51275,21.09825,0.82,19.73075,0.2545,0.014,15.118,13.051,1.79925,0.00175,0.09525,0.00175,0.00775,0.012,1,150.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.425,0,3.425,3.9425,3.6575,0,0,0,3.6575,0,0,0.285,0,0,0,0.2125,0.2125,0,0,34.06,5.3925,9.006,0,1,"Breakfast"
"51","VVKAJ104_3_2","VVKAJ104",3,2,488.4,36.468,0.59952,0.10356,8.28492,477.13584,0,192,0,7.81116,0.3108,15.564,0.10092,14.736,14.736,237.888,9.768,0.10776,0.01212,0.0672,0.0252,0.067368,0.366564,0.924612,0.005724,9.6,0,9.6,9.6,0,0.084,0,0.672,0,0.756,0.084,1.26,0.06144,0.6648,0,0.011616,0,0,0,0,0,8.4e-05,0.010188,0.000504,0.073428,0,0.001428,0,0,0.00522,0.005052,8.4e-05,0,0,0,0,0,0,12.5472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85976,0,1,"Breakfast"
"52","VVKAJ104_3_3","VVKAJ104",3,3,810.9,1288.00925,48.314235,56.4641525,148.2530625,547.881955,0,33.48,0,59.4173975,7.377875,735.1125,6.8968,112.01225,846.4795,1519.3325,2207.7785,9.9542025,0.4275205,51.8388,9.30225,0.6280575,0.670815,13.07331125,1.11475975,118.27825,27.56,90.71825,137.51825,4.05038,147.58625,109.062,390.46825,40.3815,103.13075,3618.6,234.61625,3.730485,51.146775,137.5695,17.70766025,0.3065605,0.1572015,0.12330525,0.2660435,0.313676,1.55930475,9.260591,4.8259325,21.56883,1.0122875,19.43369575,0.28915525,0.1410385,9.924035,8.89262625,0.8977025,0.00212625,0.0761575,0.003402,0.00552825,0.000851,2.764125,180.648825,0,0,0,0,0,0,1.3615,0,0.174,0.174,0,0.9425,0.9425,0,0.245,0,1.69,0,1.69,3.78,3.78,3.78,0,0,0,0,0,0,0,0,0,0.9993375,0,0,0.9993375,19.8284,23.3776325,12.909075,0,3,"Lunch"
"53","VVKAJ104_3_4","VVKAJ104",3,4,360,154.8,1.656,0,12.78,331.056,14.04,0,0,0,0,14.4,0.072,21.6,50.4,97.2,14.4,0.036,0.018,2.16,0,0.018,0.09,1.8468,0.1656,21.6,0,21.6,21.6,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,7,"Just a drink"
"54","VVKAJ104_3_5","VVKAJ104",3,5,422.9,277.935,20.85582,8.8255025,29.578445,361.1345375,0,0,0,3.961205,2.817025,90.174,2.45701,37.83825,263.8085,355.651,695.6565,1.429915,0.155326,24.781075,35.738325,0.2944105,0.271503,7.004491,0.2827735,61.97825,35.55,25.22825,85.52825,0.216,29.463,16.8355,134.51575,7.184,33.4535,0,262.3675,0.556835,7.590175,69.2865,2.88801675,0.03226325,0.02022775,0.0120355,0.02594625,0.0292395,0.11019475,1.7949735,0.81974625,2.79790625,0.28631625,2.48358875,0.023355,0,1.89434925,1.720302,0.1566785,0,0.0126,0,0,0,0.0176,51.235375,0,0,0,0,0,0,0.3980925,0.00999,0,0,0,0.1288625,0,0.1288625,0.25924,0,1.9125,0,1.9125,2.106,2.106,0,0,0,2.106,0,0,0,0,0,0,0,0,0,0,1.554965,2.640105,0.162,0,4,"Dinner"
"55","VVKAJ105_1_1","VVKAJ105",1,1,477.6128,377.963808,20.4585168,9.0617288,55.59554976,382.85880576,0,0,0,3.71238016,4.4408384,119.462192,5.5406112,84.032256,275.0864,531.193552,2515.362304,2.35538288,0.539522976,24.4792896,8.7144528,0.42072024,0.444840224,3.9567132,0.366075664,156.700544,86.9,69.800544,216.740544,0.288,60.0288,0,707.332368,0,0,0,0,0.96678896,18.43596,9.6,1.34767144,0,0,0,0,0,0.019978,0.998928672,0.292955056,2.47028832,0.032096432,2.407837072,0.017378688,0.0024,4.242732128,3.674664976,0.513512096,0,0.004705152,0.019721856,0,0.012,0.24,55.88628,0,0,0,0,0,0,0.39216,0,0,0,0,0,0,0,0.39216,0.3045,1.9276,0,1.9276,0.288,0.096,0,0,0,0,0,0.096,0,0.192,0,1.2225,0,0,0,0,2.68231296,0,0,0,1,"Breakfast"
"56","VVKAJ105_1_2","VVKAJ105",1,2,288,2.88,0.6336,0,0,287.7984,0,34.56,0,0,0,0,0.0576,2.88,0,23.04,2.88,0.0288,0.01152,0,0.864,0.02016,0.16704,0.0864,0.0144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Just a drink"
"57","VVKAJ105_1_3","VVKAJ105",1,3,495.1,683.816,62.43485,25.07078,55.0401,344.91764,0,0,0,5.41004,8.975,84.055,4.87945,176.493,837.99,1436.191,1602.319,3.14545,0.471548,241.2308,34.8905,0.52323,0.474284,41.969024,2.158628,95.702,0,95.702,95.702,3.91379,452.12,34.02,4211.55,1598.4,0,0,984.9,4.41273,112.6495,81.648,3.704864,0,0,0,0.00185,0.003554,0.029864,2.652138,0.823176,9.405484,0.10978,9.147564,0.111978,0.001704,9.991244,8.543404,1.185892,0,0.030618,0.025518,0.008508,0.183708,3.5721,172.2496,0,0,0,0,0,0,0.9805,0.2775,0.296,0,0.296,0,0,0,0.407,0,1.96,1.96,0,5.66433,5.66433,0,0,0,0,0,5.66433,0,0,0,0,0,0,0,0,21.11667,0,0,0,3,"Lunch"
"58","VVKAJ105_1_4","VVKAJ105",1,4,996.842,1085.34682,83.13291,52.793835,72.0681656,776.7828052,0,0,0,11.760268,11.77975,324.35294,11.009489,189.5511,1074.71586,2421.40766,3063.1041,5.1623868,1.13922,136.879992,71.3378,0.573135,0.6639925,21.8797555,1.82704,304.584,0,304.584,304.584,27.042005,785.673,95.033,6997.1925,2486,23.24,1005.28,2705.45,8.66958,225.32895,153.797,8.1697155,0,0,0,0.0023125,0.0074085,0.4195195,5.5378415,1.820701,16.643451,0.5392145,14.9534675,0.9440255,0.108553,22.2278355,17.5054315,2.581038,0.134948,0.134632,0.693181,0.139392,0.976356,16.0238,347.4965,0,0,0,0,0,0,2.396825,0.346875,0.7116,0.244,0.4676,0.488,0.244,0.244,0.85035,0.26505,1.3832,0,1.3832,7.8567,7.8567,0,0,0,0,3.969,3.8877,0,0,0,1.06485,0,0,0,0,21.7157,16.24,0,0,4,"Dinner"
"59","VVKAJ105_2_1","VVKAJ105",2,1,623.2,504.882,35.64144,17.84533,48.69755,513.48127,0,15.12,0,11.34765,1.714,118.485,3.38992,68.328,452.289,673.552,2298.781,2.44505,0.361479,55.9715,4.7627,0.406954,0.575509,8.169785,0.572708,110.376,65.175,45.201,155.406,4.57776,160.038,154.278,48.94,0,10.5,0,237.56,3.69072,12.9914,235.455,3.975885,0.00972,0.00594,0.00648,0.00918,0.01099,0.230838,2.751623,0.842235,6.193595,0.460961,5.406198,0.260266,0.020544,5.209708,3.644416,0.444019,0.001134,0.129192,0.218862,0.095094,0.558426,17.3661,208.4317,0,0,0.1176,0,0.1176,0,0.072,0,0,0,0,0,0,0,0.072,0.048,1.4457,0,1.4457,3.11247,2.02947,0,0,0,0,1.93347,0.096,0.891,0.192,0,0.192,0.054,0.054,0,0,6.07641,2.0844,1.5176,0,1,"Breakfast"
"60","VVKAJ105_2_2","VVKAJ105",2,2,1187.7,1250.743,51.99149,56.60631,137.23511,921.83863,0,0,0,19.65288,8.4708,460.574,12.12923,221.83,725.644,1207.115,4112.544,5.59058,0.956206,92.8385,56.2404,0.855908,0.657296,8.950007,0.936994,461.675,173.8,287.875,581.755,12.9845,747.369,103.745,6557.736,2296.172,3.064,7.04,1236.672,8.06271,218.998,56.148,7.933,0,0,0.04488,0.04526,0.00978,0.059216,5.519647,1.900776,18.083611,0.178744,17.586635,0.202414,0.047232,26.594778,23.009472,3.341514,0.00185,0.027174,0.07415,0.00875,0.092311,0.2712,217.0694,0,0,0,0,0,0,2.2108,0.3906,0.434,0,0.434,0,0,0,1.3862,0.048,3.8552,0,3.8552,5.3121,2.2835,0,0,0,0,0,2.2835,0.0156,3.013,0,0.192,0,0,0,0,40.3416,0.16536,2.30264,0,1,"Breakfast"
"61","VVKAJ105_2_3","VVKAJ105",2,3,10.25,54.12,0.46125,3.403,6.16845,0.076875,0,5.74,48.175,5.003025,0.656,4.1,0.5576,13.53,18.45,43.9725,2.05,0.1845,0.0845625,0.328,0,0.0023575,0.014965,0.07257,0.004305,0.205,0,0.205,0.205,0.0123,0.1025,0,1.23,0.41,0,0,2.46,0.041,0.738,0.41,2.00244,0.0027675,0.0021525,0.001435,0.0042025,0.0037925,0.014145,0.846445,1.1009525,1.077275,0.00943,1.066205,0.000923,0,0.10742,0.10127,0.00574,0,0.000103,0,0,0,0,2.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.403,1.19105,0,6,"Snack"
"62","VVKAJ105_2_4","VVKAJ105",2,4,842.1128,734.688808,47.9994668,30.1520288,66.48029976,682.39205576,0,0,0,10.52008016,6.2348384,321.287192,6.7041612,95.672256,686.5914,859.883552,3867.232304,5.73893288,0.700207976,92.7912896,12.2859528,0.34149024,1.498675224,2.6046382,0.610145664,274.415544,0,274.415544,274.415544,2.238,472.0038,395,911.457368,0,23.72,0,1882.835,3.61628896,23.91646,849.6,8.87834144,0.05,0.03,0.035,0.045,0.035,0.208328,6.119093672,2.200685056,10.76553832,0.481126432,10.136632072,0.083063688,0.003465,7.350972128,6.080074976,0.525582096,0,0.424705152,0.026116856,0.015,0.142,5.74,633.51078,0,0,0,0,0,0,0.61416,0,0,0,0,0,0,0,0.61416,0.31305,2.65,0,2.65,4.788,0.096,0,0,0,0,0,0.096,4.5,0.192,0,1.25685,0.3,0.3,0,0,2.68231296,10.5,0.65,0,1,"Breakfast"
"63","VVKAJ105_3_1","VVKAJ105",3,1,315.5,353.16,21.3151,11.3987,44.46535,233.1519,0,0,0,2.20785,6.235,118.155,4.1527,94.185,391.26,357.835,1378.295,3.1819,0.42046,80.91,1.8325,0.283995,0.562155,4.698355,0.315025,68.6,0,68.6,68.6,0.786,150.07,145.42,43.875,10.075,31.17,0,591.02,1.46045,14.9715,339.72,3.210865,0.00352,0,0.00352,0.00528,0.002925,0.038265,2.338995,0.7648,3.615755,0.1825,3.377955,0.03396,0,2.74611,2.28784,0.16579,0,0.16866,0.0081,0.00686,0.05934,1.77,226.699,0,0,0,0,0,0,0.50375,0,0,0,0,0,0,0,0.50375,0,1.96,1.96,0,2.094,0.334,0,0,0,0,0,0.334,1.76,0,0,0,0,0,0,0,0.358,3.6784,0,0,1,"Breakfast"
"64","VVKAJ105_3_2","VVKAJ105",3,2,324,3.24,0.7128,0,0,323.7732,0,38.88,0,0,0,0,0.0648,3.24,0,25.92,3.24,0.0324,0.01296,0,0.972,0.02268,0.18792,0.0972,0.0162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Just a drink"
